long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,flags,long,flags,long,long,long,long,long,long,long,long,None,long,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,flags,long,long,long,flags,flags,long,long,long,long,long,long,long,long,long,float,flags,float,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,flags,flags,flags,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long
14082,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,0,0,0,0,0,-11,0,0,0,0,0,1,1,1,0,0,0,0,0,0,107,112,112,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,14,6427,6580,0,0,0,0,0,0,0,0x0,0,0x500,0x0,0x0,0x2682021E,0x10F,0x0,0x100100,0x0,0x0,0,0,216,0,0,"Dirty Deeds",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the Energy cost of your Cheap Shot and Garrote abilities by $s1.  Additionally, your special abilities cause 10% more damage against targets below 35% health.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14083,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,0,0,0,0,0,-21,0,0,0,0,0,1,1,1,0,0,0,0,0,0,107,112,112,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,14,6428,6579,0,0,0,0,0,0,0,0x0,0,0x500,0x0,0x0,0x2682021E,0x10F,0x0,0x100100,0x0,0x0,0,0,216,0,0,"Dirty Deeds",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the Energy cost of your Cheap Shot and Garrote abilities by $s1.  Additionally, your special abilities cause 20% more damage against targets below 35% health.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14094,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,4,-51,0,0,0,0,1,1,0,0,0,0,0,0,0,107,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,5,14,0,0,0,0,0,0,0,0,0x0,0,0x1000080,0x0,0x0,0x1000080,0x0,0x0,0x0,0x0,0x0,0,0,249,0,0,"Dirty Tricks",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases the range of your Blind and Sap abilities by $s1 yards and reduces the energy cost of your Blind and Sap abilities by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14113,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,0,0,107,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,18,26,0,0,0,0,0,0,0,0,0x0,0,0x10000,0x0,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,247,0,0,"Improved Poisons",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases the chance to apply Deadly Poison to your target by $s1% and the frequency of applying Instant Poison to your target by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14114,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,7,19,0,0,0,0,1,1,0,0,0,0,0,0,0,107,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,18,26,0,0,0,0,0,0,0,0,0x0,0,0x10000,0x0,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,247,0,0,"Improved Poisons",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases the chance to apply Deadly Poison to your target by $s1% and the frequency of applying Instant Poison to your target by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14115,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,11,29,0,0,0,0,1,1,0,0,0,0,0,0,0,107,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,18,26,0,0,0,0,0,0,0,0,0x0,0,0x10000,0x0,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,247,0,0,"Improved Poisons",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Increases the chance to apply Deadly Poison to your target by $s1% and the frequency of applying Instant Poison to your target by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14116,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,15,39,0,0,0,0,1,1,0,0,0,0,0,0,0,107,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,18,26,0,0,0,0,0,0,0,0,0x0,0,0x10000,0x0,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,247,0,0,"Improved Poisons",,,,,,,,,,,,,,,,0xFF01FE,"Rank 4",,,,,,,,,,,,,,,,0xFF01FE,"Increases the chance to apply Deadly Poison to your target by $s1% and the frequency of applying Instant Poison to your target by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14117,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,19,49,0,0,0,0,1,1,0,0,0,0,0,0,0,107,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,18,26,0,0,0,0,0,0,0,0,0x0,0,0x10000,0x0,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,247,0,0,"Improved Poisons",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Increases the chance to apply Deadly Poison to your target by $s1% and the frequency of applying Instant Poison to your target by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14128,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,15,0,0,0,0,0,0,0,0,0,0x0,0,0x2600000E,0x106,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,138,0,0,"Lethality",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases the critical strike damage bonus of all combo point-generating abilities that do not require stealth by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14132,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,15,0,0,0,0,0,0,0,0,0,0x0,0,0x2600000E,0x106,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,138,0,0,"Lethality",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases the critical strike damage bonus of all combo point-generating abilities that do not require stealth by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14135,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,15,0,0,0,0,0,0,0,0,0,0x0,0,0x2600000E,0x106,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,138,0,0,"Lethality",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Increases the critical strike damage bonus of all combo point-generating abilities that do not require stealth by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14136,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,15,0,0,0,0,0,0,0,0,0,0x0,0,0x2600000E,0x106,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,138,0,0,"Lethality",,,,,,,,,,,,,,,,0xFF01FE,"Rank 4",,,,,,,,,,,,,,,,0xFF01FE,"Increases the critical strike damage bonus of all combo point-generating abilities that do not require stealth by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14137,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,15,0,0,0,0,0,0,0,0,0,0x0,0,0x2600000E,0x106,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,138,0,0,"Lethality",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Increases the critical strike damage bonus of all combo point-generating abilities that do not require stealth by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14138,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,86,0,0,"Malice",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases your critical strike chance by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14139,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,86,0,0,"Malice",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases your critical strike chance by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14140,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,86,0,0,"Malice",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Increases your critical strike chance by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14141,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,86,0,0,"Malice",,,,,,,,,,,,,,,,0xFF01FE,"Rank 4",,,,,,,,,,,,,,,,0xFF01FE,"Increases your critical strike chance by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14142,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,86,0,0,"Malice",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Increases your critical strike chance by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14144,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x2,100,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,14143,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,695,0,0,"Remorseless Attacks",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"After killing an opponent that yields experience or honor, gives you a $14143s1% increased critical strike chance on your next Sinister Strike, Hemorrhage, Backstab, Mutilate, Ambush, or Ghostly Strike.  Lasts $14143d.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14148,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x2,100,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,14149,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,695,0,0,"Remorseless Attacks",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"After killing an opponent that yields experience or honor, gives you a $14149s1% increased critical strike chance on your next Sinister Strike, Hemorrhage, Backstab, Mutilate, Ambush, or Ghostly Strike.  Lasts $14149d.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14156,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x15550,20,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,14157,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,494,0,0,"Ruthlessness",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Gives your melee finishing moves a $h1% chance to add a combo point to your target.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14158,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,255,0,0,0,0,0,0,0,0,0,0x0,0,0x3E0780,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,134,0,0,"Murder",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases all damage caused by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14159,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,255,0,0,0,0,0,0,0,0,0,0x0,0,0x3E0780,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,134,0,0,"Murder",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases all damage caused by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14160,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x15550,40,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,14157,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,494,0,0,"Ruthlessness",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Gives your melee finishing moves a $h1% chance to add a combo point to your target.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,8,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
